Date,Open,High,Low,Close,Volume
08/04/2023,"0.0960","0.1000","0.0960","0.1000","10,144"
08/03/2023,"0.1025","0.1025","0.0633","0.0830","68,597"
08/02/2023,"0.0949","0.1025","0.0844","0.1025","362,738"
08/01/2023,"0.0885","0.0885","0.0885","0.0885","583"
07/31/2023,"0.0846","0.0846","0.0846","0.0846","29"
07/28/2023,"0.0893","0.0900","0.0701","0.0846","187,870"
07/27/2023,"0.0801","0.0819","0.0800","0.0801","1,608"
07/26/2023,"0.0794","0.0794","0.0606","0.0780","710"
07/25/2023,"0.0692","0.0695","0.0692","0.0695","700"
07/24/2023,"0.0606","0.0606","0.0605","0.0606","1,150"
07/21/2023,"0.0638","0.0638","0.0602","0.0602","578"
07/20/2023,"0.0686","0.0737","0.0684","0.0687","27,600"
07/19/2023,"0.0979","0.1005","0.0749","0.0782","23,099"
07/18/2023,"0.0922","0.0970","0.0602","0.0970","33,265"
07/17/2023,"0.1035","0.1080","0.1021","0.1027","4,758"
07/14/2023,"0.0812","0.1046","0.0554","0.1001","33,168"
07/13/2023,"0.0899","0.0899","0.0708","0.0709","2,922"
07/10/2023,"0.0805","0.0894","0.0563","0.0810","4,517"
07/07/2023,"0.0901","0.1395","0.0501","0.0656","28,149"
07/06/2023,"0.1000","0.1000","0.0880","0.0880","65,407"
07/05/2023,"0.0901","0.1000","0.0901","0.1000","9,284"
07/03/2023,"0.0976","0.0979","0.0937","0.0979","82,956"
06/30/2023,"0.0950","0.0950","0.0950","0.0950","26,200"
06/26/2023,"0.0900","0.0901","0.0900","0.0901","19,500"
06/13/2023,"0.1000","0.1027","0.0990","0.1000","88,023"
06/08/2023,"0.0955","0.1130","0.0832","0.1130","3,778"
06/06/2023,"0.1167","0.1180","0.0825","0.0829","18,625"
06/02/2023,"0.0888","0.0888","0.0825","0.0880","26,623"
06/01/2023,"0.1249","0.1249","0.0878","0.0888","137,070"
05/30/2023,"0.1500","0.1500","0.0827","0.1300","98,521"
05/25/2023,"0.1314","0.1314","0.1314","0.1314","180,615"
05/24/2023,"0.1399","0.1399","0.1399","0.1399","9,800"
05/23/2023,"0.0950","0.1600","0.0950","0.1600","10,700"
05/22/2023,"0.0950","0.0950","0.0950","0.0950","23,243"
05/17/2023,"0.0970","0.0970","0.0970","0.0970","223"
05/16/2023,"0.0900","0.0975","0.0900","0.0971","1,574,880"
05/08/2023,"0.0801","0.0801","0.0801","0.0801","19,500"
04/27/2023,"0.0950","0.0950","0.0949","0.0949","307"
04/26/2023,"0.0950","0.0950","0.0949","0.0949","795"
04/20/2023,"0.0850","0.0925","0.0850","0.0925","30,338"
04/19/2023,"0.0901","0.0901","0.0901","0.0901","511"
04/12/2023,"0.0801","0.0801","0.0801","0.0801","2,645"
04/11/2023,"0.0925","0.0925","0.0925","0.0925","13"
04/10/2023,"0.0870","0.0925","0.0870","0.0925","5,249"
04/03/2023,"0.0975","0.0975","0.0870","0.0870","1,708"
03/22/2023,"0.0975","0.0975","0.0975","0.0975","700"
03/20/2023,"0.0890","0.0954","0.0851","0.0852","26,840"
03/16/2023,"0.0950","0.0975","0.0875","0.0901","30,500"
03/15/2023,"0.0851","0.0950","0.0851","0.0902","26,699"
03/10/2023,"0.0977","0.0977","0.0900","0.0900","36,402"
03/08/2023,"0.1070","0.1070","0.0901","0.0901","2,450"
03/07/2023,"0.1071","0.1151","0.1071","0.1151","37,868"
03/06/2023,"0.0975","0.0975","0.0975","0.0975","2,201"
03/03/2023,"0.1400","0.1750","0.1351","0.1750","2,318"
03/02/2023,"0.1050","0.1050","0.1000","0.1050","61,400"
02/27/2023,"0.1007","0.1075","0.1000","0.1075","21,166"
02/24/2023,"0.1500","0.1500","0.1500","0.1500","2"
02/23/2023,"0.1500","0.1500","0.1500","0.1500","100"
02/22/2023,"0.1275","0.3026","0.0962","0.1397","169,901"
02/21/2023,"0.0860","0.1275","0.0860","0.1008","1,640"
02/17/2023,"0.1000","0.2501","0.0900","0.1274","257,666"
02/16/2023,"0.0900","0.0900","0.0900","0.0900","5,500"
02/13/2023,"0.0750","0.0750","0.0750","0.0750","200"
01/25/2023,"0.0800","0.0800","0.0800","0.0800","25,200"
01/24/2023,"0.0800","0.0800","0.0800","0.0800","78,800"
01/20/2023,"0.0750","0.0850","0.0750","0.0850","154,765"
01/19/2023,"0.0680","0.0700","0.0680","0.0700","144,400"
01/18/2023,"0.0680","0.0680","0.0680","0.0680","109"
01/17/2023,"0.0675","0.0676","0.0675","0.0676","350"
01/13/2023,"0.0800","0.0800","0.0651","0.0750","21,250"
01/12/2023,"0.0650","0.0800","0.0650","0.0800","97,150"
01/11/2023,"0.0650","0.0665","0.0650","0.0650","53,570"
01/10/2023,"0.0950","0.0950","0.0650","0.0650","1,500"
01/09/2023,"0.0700","0.0700","0.0700","0.0700","500"
01/06/2023,"0.0688","0.0688","0.0688","0.0688","5,000"
01/05/2023,"0.0600","0.0861","0.0600","0.0861","21,760"
01/04/2023,"0.0625","0.0625","0.0613","0.0625","33,670"
01/03/2023,"0.0601","0.0601","0.0601","0.0601","1,431"
12/29/2022,"0.0688","0.0800","0.0575","0.0600","43,436"
12/23/2022,"0.0670","0.0670","0.0617","0.0617","1,471"
12/22/2022,"0.0700","0.0800","0.0670","0.0670","30,300"
12/21/2022,"0.0670","0.0670","0.0670","0.0670","1,900"
12/19/2022,"0.0600","0.0600","0.0600","0.0600","6,432"
12/09/2022,"0.0600","0.0600","0.0600","0.0600","19,500"
12/08/2022,"0.0575","0.0600","0.0575","0.0575","67,456"
12/06/2022,"0.0600","0.0600","0.0600","0.0600","25,000"
12/02/2022,"0.0606","0.0606","0.0606","0.0606","4"
12/01/2022,"0.0601","0.0606","0.0600","0.0606","125,000"
11/30/2022,"0.0700","0.0700","0.0700","0.0700","6,622"
11/29/2022,"0.0700","0.0700","0.0700","0.0700","1,399"
11/23/2022,"0.0600","0.0700","0.0600","0.0700","141,518"
11/22/2022,"0.0575","0.0575","0.0575","0.0575","1"
11/21/2022,"0.0575","0.0575","0.0575","0.0575","300"
11/18/2022,"0.0600","0.0600","0.0564","0.0565","25,640"
11/17/2022,"0.0600","0.0600","0.0600","0.0600","161"
11/14/2022,"0.0600","0.0600","0.0600","0.0600","3,067"
11/10/2022,"0.0650","0.0763","0.0646","0.0650","81,350"
